Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number
1387,Julia Terry,bryanpowell@yahoo.com,001-901-058-1364x0918,Umbrella,5,3125,15625,2024-09-20,Monsoon,4
1388,Hannah Hoffman,jessica54@hotmail.com,086-179-2408x0105,Boots,1,2430,2430,2024-02-06,Winter,1
1389,Robert Welch,james35@yahoo.com,(010)273-7273,Shorts,3,1736,5208,2023-08-08,Summer,0
1390,Sarah Martin,nathanhunt@gmail.com,5968165168,Jeans,3,4697,14091,2024-05-15,Spring,2
1391,Scott Copeland MD,wrightmichael@hall.org,058.054.8880x1475,Sneakers,3,947,2841,2024-03-20,Spring,2
1392,Jacob Davis,dyermelissa@peters-ingram.biz,+1-891-269-5268,Raincoat,4,4996,19984,2025-06-22,Monsoon,4
1393,Destiny Smith,chandlerroger@gmail.com,(248)795-1406x22221,Jacket,4,3046,12184,2023-02-23,Winter,1
1394,Jennifer Meyer,pamela78@poole.com,+1-620-166-7406x92168,Jacket,2,4273,8546,2024-12-24,Winter,1
1395,Bryan Rivas,rdavenport@gmail.com,878.842.4132,Loafers,2,2536,5072,2024-11-10,Autumn,3
1396,Ryan Evans,millerthomas@yahoo.com,001-666-611-5555x0586,Blazer,4,507,2028,2024-11-21,Autumn,3
1397,Taylor Peters,tcameron@gmail.com,+1-987-507-7752,Sunglasses,5,1310,6550,2023-07-17,Summer,0
1398,Laura Dawson,michaelbryant@hotmail.com,001-904-089-0922x982,Sunglasses,5,3840,19200,2024-06-28,Summer,0
1399,Jacob Mayer,flynn@yahoo.com,685-425-5652x7760,Waterproof Shoes,5,4084,20420,2024-06-10,Monsoon,4
1400,Russell Delgado,jonathanmiller@keller-cook.com,(943)989-7661,Sweater,5,4643,23215,2023-02-20,Winter,1
1401,Ann James,linda14@gordon-duran.org,(999)596-6670x5567,Sneakers,3,693,2079,2024-04-24,Spring,2
1402,Scott Armstrong,mariahrodriguez@warren.info,001-357-170-8862x910,Tank Top,2,2155,4310,2024-08-23,Summer,0
1403,John Hanson,rroy@gmail.com,454-604-8815x4498,Blazer,3,4126,12378,2023-11-19,Autumn,3
1404,Erin Diaz,davidanderson@yahoo.com,721.687.4928x02726,Umbrella,4,510,2040,2024-06-15,Monsoon,4
1405,Jeffrey Costa,beanlauren@gmail.com,+1-292-813-4265,Full-Sleeve Shirt,3,4572,13716,2024-09-27,Autumn,3
1406,Tammy Vazquez,nancy64@duarte-howard.com,007-317-2309,Light Jacket,2,3022,6044,2023-05-15,Spring,2
1407,Morgan Bowen,william70@yahoo.com,001-020-629-1125,Loafers,2,1969,3938,2024-11-13,Autumn,3
1408,Patrick Nunez,michael23@hotmail.com,001-406-277-0172x4474,T-Shirt,5,2748,13740,2024-03-04,Spring,2
1409,Mariah Hernandez,lydia40@greene.info,+1-777-119-1265,Loafers,3,3941,11823,2024-09-17,Autumn,3
1410,Andrew Prince,fernando44@hotmail.com,(946)425-1506x7608,Umbrella,1,1114,1114,2023-07-01,Monsoon,4
1411,Rhonda White,lmichael@gmail.com,001-798-004-2631x4229,Sneakers,5,1304,6520,2023-03-23,Spring,2
1412,Shelby Rogers,wonggregory@jones-hayes.com,(457)087-2753x89654,Raincoat,2,4735,9470,2024-06-21,Monsoon,4
1413,Donna Holden,millerdaniel@russo.com,001-946-513-2281x364,Full-Sleeve Shirt,2,4923,9846,2023-09-14,Autumn,3
1414,Curtis Johnson,franklincindy@dunn.com,001-738-823-2559,Boots,5,3110,15550,2024-01-04,Winter,1
1415,Christopher Burton,brianhanna@yahoo.com,8585741837,Loafers,3,3460,10380,2024-10-24,Autumn,3
1416,Jason Mcdonald,jacobsmargaret@hotmail.com,(117)837-5361,Sandals,2,1211,2422,2024-06-26,Summer,0
1417,Elizabeth Choi,anthonygarcia@madden-nichols.biz,+1-016-987-0829x23749,Boots,3,978,2934,2025-12-09,Winter,1
1418,Roberta Pratt,parkseric@cochran-pierce.com,2475765416,Full-Sleeve Shirt,5,3327,16635,2023-11-28,Autumn,3
1419,Jay Johnson,bonnieaguilar@hotmail.com,001-797-987-0081x740,T-Shirt,4,3459,13836,2024-04-09,Spring,2
1420,James Irwin,anthonyhall@yahoo.com,001-082-608-0268,Shorts,5,2643,13215,2023-06-28,Summer,0
1421,Cheryl King,douglas00@carter.com,402-139-7080,Jacket,4,3058,12232,2025-02-11,Winter,1
1422,Kelly Khan,tiffany88@hotmail.com,873.051.1306x744,Jeans,5,3364,16820,2023-03-04,Spring,2
1423,Cynthia Swanson,josephsullivan@escobar-meyer.com,001-329-543-9998x411,Boots,1,3408,3408,2023-12-28,Winter,1
1424,Amy Hall,wareleslie@hotmail.com,375-471-8023x63498,Sweater,3,2410,7230,2024-02-14,Winter,1
1425,Kayla Barton,ykeller@mccullough.biz,+1-558-438-0790,Raincoat,3,532,1596,2024-08-08,Monsoon,4
1426,Eric Hatfield,arthurbrown@gomez.com,338.580.5147,Jacket,2,1120,2240,2024-02-16,Winter,1
1427,Benjamin Wright,youngdylan@castro.com,(000)032-2563,Umbrella,5,3357,16785,2024-09-10,Monsoon,4
1428,Jacqueline Morales,oscarjohnston@pacheco.com,(988)802-5797,Jeans,5,2857,14285,2024-04-13,Spring,2
1429,Michelle Murphy,tjohnson@gilbert.com,965.920.4706x2843,Light Jacket,4,891,3564,2024-03-28,Spring,2
1430,Michelle Williams,alejandrazamora@stewart-vasquez.net,+1-873-577-8960x3390,Boots,1,3669,3669,2023-12-28,Winter,1
1431,Travis Martin,perrymegan@lewis.biz,7699057316,Full-Sleeve Shirt,5,2233,11165,2024-10-24,Autumn,3
1432,John Morrow,michaelsmith@hotmail.com,(233)364-3478x562,Jeans,5,1737,8685,2023-05-19,Spring,2
1433,Danny Miller,michaeldean@gmail.com,0344873270,Boots,5,1977,9885,2024-01-22,Winter,1
1434,Travis Garza,matthewthomas@gmail.com,981-285-0184x79348,Boots,4,2029,8116,2024-01-17,Winter,1
1435,Dana Jones,rhodesrobert@avila.com,(788)480-5948x25465,Sandals,5,1082,5410,2024-08-18,Summer,0
1436,Luke Price,dominic24@hotmail.com,+1-652-513-6590,Full-Sleeve Shirt,4,3757,15028,2023-10-10,Autumn,3
1437,Kevin Bell,francisaustin@hotmail.com,+1-553-893-1462,Shorts,3,2957,8871,2024-08-25,Summer,0
1438,Jeffery Chavez,kelly73@lopez-jenkins.net,178.935.1228,Shorts,2,865,1730,2024-06-25,Summer,0
1439,Denise Smith,greendon@yahoo.com,074-692-8909x314,T-Shirt,5,2221,11105,2023-04-07,Spring,2
1440,Maria Kelly,brittanyheath@rodgers.biz,(383)228-1731x21272,Sweater,4,4174,16696,2024-02-01,Winter,1
1441,Joseph Sullivan,jesse36@duncan.biz,001-553-957-7435x84616,Waterproof Shoes,2,4691,9382,2023-09-22,Monsoon,4
1442,Edward Martin,edwardsjohn@baker.com,+1-054-297-8442x940,Cardigan,5,4738,23690,2024-09-23,Autumn,3
1443,Jessica Burton,emily31@rogers-shelton.net,(800)961-1824,Jeans,1,828,828,2024-05-28,Spring,2
1444,Kathryn Williams,franceswolf@gmail.com,240-763-5936x45850,Sunglasses,5,1791,8955,2023-08-04,Summer,0
1445,David Snyder,kimberlysmith@franco-bruce.org,001-039-408-5524x003,Blazer,3,1798,5394,2023-10-18,Autumn,3
1446,Donald Clark,robinsonchloe@hotmail.com,(354)091-6248x03372,Full-Sleeve Shirt,4,3350,13400,2024-10-26,Autumn,3
1447,Randy Liu,johnsonmarcus@perez.com,+1-242-839-1280x41766,Sweater,2,3680,7360,2024-12-06,Winter,1
1448,John Douglas,nicholsanne@hotmail.com,001-827-173-1242,Cardigan,3,3093,9279,2023-11-24,Autumn,3
1449,James Lopez,laurenrandall@wilson.com,452.660.8460x59262,Scarf,5,2370,11850,2023-02-18,Winter,1
1450,Nancy Brown,sarahdickerson@gmail.com,001-495-101-7962,Raincoat,4,574,2296,2023-06-02,Monsoon,4
1451,Carla Gibson,dmata@bass.com,(542)233-2316,Raincoat,4,1263,5052,2023-09-28,Monsoon,4
1452,Cheryl Smith,gibsonbrenda@yahoo.com,+1-613-482-1245x18322,Shorts,1,3369,3369,2023-08-27,Summer,0
1453,Amanda Price,victor29@yahoo.com,1637183277,Sneakers,4,2078,8312,2023-05-06,Spring,2
1454,Joshua Wise,frederickrichardson@west.com,+1-400-766-2739x10530,Light Jacket,3,1726,5178,2023-04-20,Spring,2
1455,Raymond Ortega,david70@powell-harris.info,(130)012-3669x782,Cardigan,3,3642,10926,2024-10-22,Autumn,3
1456,Scott Smith,scott54@yahoo.com,(471)066-0865x307,Sunglasses,2,697,1394,2025-06-28,Summer,0
1457,Rebekah Bowman,katrina46@willis-obrien.com,001-871-490-1582,Blazer,5,2628,13140,2024-11-24,Autumn,3
1458,Marvin Huynh,julia78@hotmail.com,(756)146-0599x62541,Jeans,4,4564,18256,2023-05-12,Spring,2
1459,Loretta Thomas,ayalasherri@yahoo.com,001-440-427-4755x3709,Tank Top,4,2343,9372,2023-08-20,Summer,0
1460,Brandon Smith,ryanrobertson@hotmail.com,212-457-0153x7957,Raincoat,5,1186,5930,2024-06-06,Monsoon,4
1461,Maria Moon,pageleslie@thomas.info,+1-641-961-8886x024,Cardigan,3,4433,13299,2023-10-05,Autumn,3
1462,Jennifer Kaufman,vincentwilliams@gmail.com,+1-220-016-3609,Shorts,5,1324,6620,2023-06-19,Summer,0
1463,Alison Edwards,hamiltonkaren@yahoo.com,978-505-4124,Sweater,2,1950,3900,2023-01-17,Winter,1
1464,Christina Parker,joseph22@yahoo.com,001-009-941-2467x41502,Jeans,5,4234,21170,2024-04-22,Spring,2
1465,Mark Morris,henry32@yahoo.com,+1-616-095-2638x8232,Waterproof Shoes,5,1408,7040,2023-07-28,Monsoon,4
1466,Ronnie Jordan,michael61@garcia-reynolds.biz,(348)960-8676,Jacket,4,4242,16968,2024-01-23,Winter,1
1467,Luke Montoya,adambrown@yahoo.com,354-981-7017x5631,Waterproof Shoes,5,3592,17960,2023-08-12,Monsoon,4
1468,Lisa Myers,anthony77@carpenter.com,580.375.5691,Sneakers,3,626,1878,2025-03-01,Spring,2
1469,Tyler Dunn,michellepalmer@hotmail.com,001-848-916-3962,Umbrella,5,915,4575,2023-07-12,Monsoon,4
1470,Sara Sanchez,gregory56@banks.biz,934-806-9941x3956,T-Shirt,2,3669,7338,2024-03-23,Spring,2
1471,Kimberly Bright,colinrogers@harris-bentley.net,+1-784-711-5580x5322,Sneakers,2,3321,6642,2024-04-16,Spring,2
1472,John Brown,usmith@roberts-delgado.com,(637)447-2148x80639,Loafers,3,3960,11880,2024-11-27,Autumn,3
1473,Cynthia Bass,cscott@steele-heath.com,+1-373-569-0569x000,Tank Top,4,1243,4972,2023-08-26,Summer,0
1474,Kaitlyn Scott,susansanders@brown.com,(626)306-8865x2053,T-Shirt,2,1766,3532,2023-03-27,Spring,2
1475,Susan White,fdecker@gmail.com,(339)446-4376,Sweater,5,3017,15085,2024-02-22,Winter,1
1476,Jonathan Ruiz,bennettallison@gmail.com,(289)976-1186x45464,Sweater,4,4694,18776,2024-12-28,Winter,1
1477,Anthony Garcia,hpoole@hardy-potts.org,001-533-700-1926,Boots,4,1446,5784,2023-01-22,Winter,1
1478,Katrina Franklin,melissamyers@martin.com,096.541.3798,Jacket,5,2129,10645,2023-12-07,Winter,1
1479,Anthony Livingston,craigtiffany@grant.com,(736)433-3681x76291,Shorts,1,1564,1564,2023-08-01,Summer,0
1480,Sean Black,millerwilliam@moody-macdonald.com,(862)911-3967,Sneakers,5,4525,22625,2023-04-28,Spring,2
1481,David Schmidt,jhunt@flynn.com,9062793055,Sunglasses,3,2666,7998,2023-08-12,Summer,0
1482,Anthony Contreras,ggilbert@jackson.com,(167)161-1921x0328,Umbrella,4,2003,8012,2023-08-03,Monsoon,4
1483,Corey Martin,austin39@adkins.org,001-737-175-0668,Jacket,5,4679,23395,2023-01-04,Winter,1
1484,Michael Mcbride,theresataylor@avery.com,799-387-8845,Full-Sleeve Shirt,1,3047,3047,2023-09-23,Autumn,3
1485,Wendy Ewing,sarah00@wilson.org,449-098-8576,T-Shirt,1,3155,3155,2024-05-19,Spring,2
1486,Sean Ramirez,matthewstroy@robinson-bryant.com,(810)924-1841,Jacket,1,4756,4756,2024-02-03,Winter,1
1487,Krystal Smith,martinezsara@gmail.com,+1-011-282-5166x8620,T-Shirt,2,1407,2814,2024-05-28,Spring,2
1488,Michelle Santana,spatton@hotmail.com,001-139-251-8616,Shorts,3,3850,11550,2024-07-11,Summer,0
1489,Margaret Davenport,pamelataylor@anderson.net,(094)548-7556x34351,Sneakers,4,3603,14412,2024-05-28,Spring,2
1490,Jason Scott,rogersmelanie@yahoo.com,001-121-549-0404x1406,Sneakers,4,1110,4440,2024-04-21,Spring,2
1491,Alicia Parsons,adamsmichael@hotmail.com,157-770-6256x0714,Loafers,3,1673,5019,2023-10-24,Autumn,3
1492,Jill Hernandez,amandamiller@yahoo.com,+1-134-662-3007,T-Shirt,1,2755,2755,2023-05-03,Spring,2
1493,Rachel Schmidt,cruzstephanie@hotmail.com,001-627-420-5448x610,Cardigan,3,2910,8730,2023-11-18,Autumn,3
1494,Antonio Miller,greersteven@burch.com,(181)951-9204x9106,Jacket,4,2330,9320,2024-01-25,Winter,1
1495,Jennifer Jones,alan66@moore.net,659-887-4824x126,Shorts,2,3676,7352,2024-07-16,Summer,0
1496,James Trevino,hmoreno@barr.com,649-403-7120,Tank Top,5,4230,21150,2023-07-25,Summer,0
1497,Andrew Young,sandrawilson@molina-reed.com,764-730-6657,Tank Top,4,1270,5080,2023-06-21,Summer,0
1498,Rhonda Bridges,zachary59@phelps.com,313.096.5604x12951,Scarf,5,3110,15550,2023-12-14,Winter,1
1499,Jeremy Wiley,lawrence82@mclean.com,(585)254-6241x322,Shorts,2,1690,3380,2023-06-28,Summer,0
1500,Kathryn Chase,jenniferjackson@swanson-perez.org,+1-168-319-6186,Sweater,2,1323,2646,2024-02-28,Winter,1
1501,Patrick Sheppard,francisstephen@russell.com,2816416153,Scarf,1,870,870,2025-01-09,Winter,1
1502,Alexander Sullivan,katherine14@gmail.com,(611)131-6394x2531,Sunglasses,2,3712,7424,2023-07-28,Summer,0
1503,Tyler Carroll,fmann@johnson.com,(521)882-2527,Full-Sleeve Shirt,1,538,538,2024-09-15,Autumn,3
1504,Danny Barnes,martindebra@hotmail.com,+1-550-308-4784x209,Blazer,3,2906,8718,2024-11-09,Autumn,3
1505,Rebecca Lowe,shannonbrooks@rogers.net,001-591-803-6468x2150,Jeans,3,4184,12552,2024-04-17,Spring,2
1506,Alex Wiggins,qspears@gmail.com,(050)393-9180x923,Boots,1,2985,2985,2024-12-28,Winter,1
1507,Michael Martinez,heatherstone@gmail.com,479.317.1941x2966,Sandals,3,4714,14142,2023-08-09,Summer,0
1508,Danny Christian,bbaird@hernandez.org,066.461.7448x8421,T-Shirt,5,4459,22295,2023-04-24,Spring,2
1509,Jason Cox,smartinez@pearson.com,(555)399-0064,Sweater,3,2049,6147,2024-02-27,Winter,1
1510,Joanna Kennedy,derek72@hotmail.com,(406)974-0459,Umbrella,5,1102,5510,2024-09-10,Monsoon,4
1511,Joseph Hernandez,amyrussell@swanson.com,(867)431-4918x8772,Tank Top,2,1739,3478,2024-06-08,Summer,0
1512,Bradley Mann,jennajacobs@gmail.com,+1-339-781-2604x01604,Sweater,1,2522,2522,2024-02-08,Winter,1
1513,Amanda Willis,cooperjoseph@ford-larson.com,640-264-7263x3653,Waterproof Shoes,2,1597,3194,2023-06-26,Monsoon,4
1514,Julie Barker,kimmary@hotmail.com,(144)159-0796x95694,Loafers,5,3801,19005,2024-11-16,Autumn,3
1515,Emily Phillips,rachel09@hotmail.com,(713)638-8486x07685,Scarf,3,2178,6534,2023-01-15,Winter,1
1516,Jennifer Blair,shieldscheryl@gmail.com,678-628-9094,Raincoat,4,1011,4044,2024-08-07,Monsoon,4
1517,Michael Ferguson,egarcia@gmail.com,055.608.9032x3147,Jeans,4,2167,8668,2025-03-12,Spring,2
1518,Donald Boyd,griffinchris@chung-brown.net,(621)633-3500x978,Raincoat,5,2575,12875,2024-09-19,Monsoon,4
1519,Lisa Wilson,michaelglenn@doyle-campbell.com,+1-425-626-8009x0213,Full-Sleeve Shirt,4,2772,11088,2023-10-18,Autumn,3
1520,Eric Wright,cruzmary@mcfarland.net,(003)578-8027x8312,Shorts,1,4509,4509,2024-06-15,Summer,0
1521,Tara Martinez,carpenterkimberly@gmail.com,+1-752-676-5671,Sandals,5,975,4875,2024-07-19,Summer,0
1522,Emily Davis,jacobjohnson@french.com,102.706.7226x192,Jacket,2,1821,3642,2023-01-27,Winter,1
1523,Eric Reyes,ycordova@gmail.com,(961)903-9440x852,Cardigan,3,4338,13014,2024-11-03,Autumn,3
1524,Elaine Davis,sandersandrew@miller.com,001-639-704-2225x65175,Cardigan,4,2962,11848,2023-09-28,Autumn,3
1525,Rachel Brown,cameron08@evans.com,(867)378-5705x266,Sandals,5,1021,5105,2024-07-18,Summer,0
1526,Kevin Mccarthy,lstewart@oconnor.com,472-178-5668x19787,T-Shirt,2,1030,2060,2025-05-11,Spring,2
1527,Angela Cunningham,brian18@cruz.com,774.634.2021x7358,Umbrella,4,2210,8840,2024-06-19,Monsoon,4
1528,Corey Webb,cwong@khan.com,(148)096-6516,Sneakers,3,4911,14733,2023-03-27,Spring,2
1529,Alexandria Miller,marknguyen@wilson.info,(768)076-1202x6474,Sweater,4,2507,10028,2024-12-28,Winter,1
1530,David Collins,michaelisabel@yahoo.com,783-343-8937,Sneakers,4,2120,8480,2023-05-03,Spring,2
1531,Tiffany Gomez,julie53@hotmail.com,296.311.3228x497,Sweater,4,1942,7768,2023-02-10,Winter,1
1532,Ashley Harris,gerald58@gmail.com,824.466.1563,Cardigan,1,1203,1203,2024-10-13,Autumn,3
1533,Joshua Miller,donaldstephens@hotmail.com,001-097-393-9044x0598,Waterproof Shoes,2,2464,4928,2024-07-16,Monsoon,4
1534,Elizabeth Cunningham MD,alecwheeler@yahoo.com,034-582-0932x4677,Sandals,4,3461,13844,2024-08-01,Summer,0
1535,Maurice Barnes,moodykenneth@gmail.com,894-918-8145,Jacket,2,4011,8022,2023-01-22,Winter,1
1536,Anthony Mejia,mark47@gmail.com,(705)568-8988x997,Sneakers,1,2889,2889,2023-04-23,Spring,2
1537,Steve Smith,crystalbrown@gomez.com,130-169-5862x82292,Scarf,1,3401,3401,2024-02-12,Winter,1
1538,David Orozco,nicholaswest@austin-castaneda.com,001-276-660-2288x353,Raincoat,5,1939,9695,2023-08-04,Monsoon,4
1539,Victor Bauer,nicole41@yoder-glenn.com,823.527.1497x45555,Boots,1,1051,1051,2024-02-20,Winter,1
1540,John Garcia,kingpatrick@hotmail.com,(570)453-8107x8518,Shorts,5,1394,6970,2024-06-12,Summer,0
1541,Joseph Brooks,masonkendra@sims.org,+1-302-412-7906,Jeans,4,809,3236,2024-03-20,Spring,2
1542,Brenda Rios,courtney87@young-abbott.biz,644.167.5195x06142,Light Jacket,5,4128,20640,2023-05-18,Spring,2
1543,Sandra Fernandez,tom87@yahoo.com,+1-654-877-7449x3124,Full-Sleeve Shirt,5,4277,21385,2024-09-06,Autumn,3
1544,Teresa Phillips,bbeard@golden-matthews.com,001-723-502-0177,Shorts,5,1763,8815,2023-06-27,Summer,0
1545,Raymond Hopkins,samuel57@morales.com,666.871.1715x23469,Scarf,1,1268,1268,2023-12-28,Winter,1
1546,Robert Norris,oconnorgregory@hotmail.com,173-546-6684,Light Jacket,1,4659,4659,2023-03-23,Spring,2
1547,Kathleen Morris,swalker@hotmail.com,001-484-538-0754,Cardigan,2,3429,6858,2024-10-17,Autumn,3
1548,Rebecca Cox,ypowell@gmail.com,922.738.0898x285,Shorts,3,3666,10998,2023-06-06,Summer,0
1549,Laura Carpenter,eric67@burke-sampson.com,+1-027-499-1152x42140,Jacket,4,3425,13700,2024-02-18,Winter,1
1550,Melissa Hardy,williamclark@yahoo.com,606.136.1802x934,Blazer,2,3956,7912,2025-09-13,Autumn,3
1551,Travis Baker,samanthachristensen@jones.info,(905)907-2012x417,Cardigan,1,1554,1554,2024-09-05,Autumn,3
1552,Elizabeth Perez,andrew80@yahoo.com,822-018-3813,Raincoat,3,1462,4386,2024-08-22,Monsoon,4
1553,Mark Johnson,flynnbernard@jones.net,001-525-643-3485x37707,Umbrella,5,1596,7980,2023-09-28,Monsoon,4
1554,Christopher Martinez,joshua23@yahoo.com,001-535-611-9136x561,Full-Sleeve Shirt,5,1507,7535,2024-10-07,Autumn,3
1555,Michelle Snyder,jaclyndeleon@roy.com,001-484-697-4716x91710,Jacket,3,2848,8544,2024-12-06,Winter,1
1556,Denise Young,perrywilliam@kent.info,001-925-906-7649x396,Umbrella,4,2048,8192,2023-08-19,Monsoon,4
1557,Thomas Vasquez,leah03@hotmail.com,330-339-7123,Tank Top,3,1461,4383,2023-06-09,Summer,0
1558,Yvonne Cummings,ericaguzman@gmail.com,(336)497-0990,Full-Sleeve Shirt,1,3470,3470,2023-10-26,Autumn,3
1559,Jessica Hart,michelle71@hotmail.com,+1-605-705-9442x8639,Cardigan,5,2445,12225,2025-09-23,Autumn,3
1560,Joel Williams,alexissmith@gmail.com,+1-841-314-8267x070,Sweater,2,4440,8880,2024-02-18,Winter,1
1561,Deborah Grant,downsbeth@stephens.com,(948)426-0092,Umbrella,4,2400,9600,2025-08-22,Monsoon,4
1562,Donald Richardson,ngutierrez@yahoo.com,(133)752-8496x18028,Waterproof Shoes,4,3090,12360,2023-07-20,Monsoon,4
1563,Aaron Wise,wilsonchristopher@hotmail.com,+1-554-669-6236x877,Cardigan,3,3126,9378,2023-10-07,Autumn,3
1564,Phillip Murray,joshuagalvan@hotmail.com,+1-178-512-7540x37585,Jeans,2,4203,8406,2025-04-13,Spring,2
1565,Stacy Alvarez,jeffrey40@gmail.com,+1-845-947-6503x3124,Waterproof Shoes,4,736,2944,2024-07-13,Monsoon,4
1566,Mrs. Sarah Johnson,paulajoseph@nguyen.com,001-812-900-3293x83950,Sandals,5,879,4395,2023-08-25,Summer,0
1567,Rhonda Brown DDS,kristijackson@allen-randolph.biz,435-371-3604,Cardigan,1,3107,3107,2023-10-01,Autumn,3
1568,Meredith Heath,michelle50@king.biz,+1-252-931-2008x64632,Cardigan,2,2553,5106,2023-09-18,Autumn,3
1569,Dustin Alexander,cosborn@garcia.com,221-650-3894x085,Light Jacket,1,4013,4013,2023-05-27,Spring,2
1570,Roger Wood,joseschmidt@gmail.com,(292)517-6554,Sandals,4,3452,13808,2024-07-17,Summer,0
1571,Steven Hooper,iabbott@gmail.com,207.675.6862x24317,Sandals,5,2189,10945,2023-08-24,Summer,0
1572,Wanda Ray,englishdaniel@hotmail.com,+1-625-807-2812x69583,Jeans,1,740,740,2023-04-09,Spring,2
1573,Diane Miller,ryan38@richard.com,935-602-0101x639,Umbrella,3,4577,13731,2024-08-25,Monsoon,4
1574,Melissa Macdonald,debra44@harris.com,706-576-2232x1832,Waterproof Shoes,1,3552,3552,2023-08-23,Monsoon,4
1575,Michael Gordon,john01@wells.com,(653)996-3451x929,Umbrella,4,538,2152,2023-09-21,Monsoon,4
1576,Christopher Lewis,stevenkim@gmail.com,3314304469,Sandals,2,3403,6806,2024-06-03,Summer,0
1577,William Bennett,imurphy@wallace.com,+1-241-591-2116x408,Sunglasses,2,4128,8256,2023-06-12,Summer,0
1578,Emily Price,jesse73@yahoo.com,001-783-422-4962x7475,Boots,1,4180,4180,2024-02-09,Winter,1
1579,Karen Taylor,josephrollins@gmail.com,966.225.3970x0356,Umbrella,5,4177,20885,2025-08-10,Monsoon,4
1580,Jeffery Smith,michaelholden@yahoo.com,001-176-482-0934x4871,Tank Top,3,4739,14217,2024-08-19,Summer,0
1581,Sandra Gonzales,ronald02@kelly.com,005.479.7434,Light Jacket,4,3638,14552,2024-03-12,Spring,2
1582,Kenneth Wilcox,samuelmartin@jackson.com,481.119.3194x520,Tank Top,5,4981,24905,2024-06-23,Summer,0
1583,Zachary Rowland,matthewbrady@hotmail.com,801.504.1884,Sandals,4,1521,6084,2023-07-18,Summer,0
1584,Anthony Jordan,robertcampbell@hanson.com,+1-829-211-3480x5649,Light Jacket,5,3426,17130,2024-04-21,Spring,2
1585,Donna Yates,richardsonmark@brown.com,(483)080-1035x06091,Umbrella,5,1098,5490,2025-07-01,Monsoon,4
1586,Stephen Moore,elizabeth62@yahoo.com,+1-537-368-2168x44795,Shorts,4,3159,12636,2023-07-17,Summer,0
1587,Donna Moore,tammy98@harper.org,459-942-7231,Sneakers,5,4510,22550,2023-03-06,Spring,2
1588,Melanie Jones,rebeccafields@yahoo.com,(051)062-0476,Loafers,2,2089,4178,2023-09-03,Autumn,3
1589,Jessica Kelly,jeanallen@hotmail.com,158.563.5274,Full-Sleeve Shirt,4,1300,5200,2024-09-07,Autumn,3
1590,Nicholas Simpson,riggsalyssa@brown-douglas.com,604.458.2745x069,Umbrella,4,815,3260,2024-09-02,Monsoon,4
1591,Robert Clayton,hunter60@mendoza.info,(449)421-5466x580,Umbrella,5,4606,23030,2024-09-07,Monsoon,4
1592,Dustin Harrington,nicholasblair@davis.biz,238.434.2509,Shorts,3,2611,7833,2023-06-19,Summer,0
1593,Kimberly Hughes,mcgeechristine@hotmail.com,379.948.2138x37098,Tank Top,5,3277,16385,2024-08-15,Summer,0
1594,Amy Walsh,zhernandez@yahoo.com,(967)096-6614,Cardigan,5,2892,14460,2023-10-09,Autumn,3
1595,Shawn Juarez,bryan18@harmon.com,(279)773-2564x2457,Light Jacket,1,709,709,2023-05-28,Spring,2
1596,James Garcia,jennifergonzalez@wong.org,(164)612-8755x78097,Tank Top,5,2288,11440,2023-08-08,Summer,0
1597,Brent Chavez,cookjames@bradley-hall.com,+1-947-774-2570x7680,Sweater,4,1710,6840,2023-01-28,Winter,1
1598,Stephanie Ibarra,zrodriguez@gmail.com,001-808-395-6669x442,Jacket,4,3482,13928,2024-12-28,Winter,1
1599,Keith Donovan,danielvelasquez@garcia.com,341.213.6081,Raincoat,4,1488,5952,2024-06-03,Monsoon,4
1600,Joshua Vasquez,jensenkara@hall.org,+1-450-582-3662x99033,Jacket,3,1407,4221,2023-01-11,Winter,1
1601,Casey Espinoza,sherri91@hotmail.com,001-008-605-7460x40578,Sweater,1,3098,3098,2024-12-03,Winter,1
1602,Ashley Wilson,hallen@wong.com,+1-185-171-8948,Cardigan,3,4286,12858,2024-10-26,Autumn,3
1603,Elizabeth Adams,mwest@gmail.com,207.511.7349,Scarf,4,2749,10996,2024-01-28,Winter,1
1604,Mrs. Rebecca Lawrence,lisa68@bradley.com,(689)471-7269x8640,Loafers,4,4182,16728,2024-11-25,Autumn,3
1605,Kaylee Smith,kristinjohnson@miller.org,999.895.7639x261,T-Shirt,3,2261,6783,2025-03-21,Spring,2
1606,Christopher Stewart,cruzedward@vasquez.com,001-751-865-0009x034,Raincoat,2,2746,5492,2023-09-27,Monsoon,4
1607,Danny Martinez,rodriguezjeremy@yahoo.com,001-268-918-7587,Sunglasses,4,4534,18136,2025-08-02,Summer,0
1608,Earl Riley,calderonjose@johnson-sullivan.org,+1-096-807-8026x393,Sandals,4,4870,19480,2023-08-15,Summer,0
1609,Kim Hurley,brownalice@gmail.com,481-051-5533x826,Cardigan,5,4248,21240,2023-11-09,Autumn,3
1610,James Thomas,fergusonmichelle@hotmail.com,001-646-134-0529,Sandals,4,2638,10552,2023-07-15,Summer,0
1611,Daniel Moore,knichols@yahoo.com,733-821-2595x2734,T-Shirt,4,4794,19176,2025-03-01,Spring,2
1612,Chad Brooks,ambergeorge@brown.net,001-304-177-2590x07233,Shorts,5,3775,18875,2024-07-17,Summer,0
