Customer_ID,Customer_Name,Email,Phone_Number,Product,Quantity,Price_Per_Item,Total_Price,Purchase_Date,Season,Season_Number,Recency,Avg_Order_Value,Cluster_Label,Segment,Suggested_Campaign
1643,Cheryl Galvan,vmccarthy@yahoo.com,001-242-067-9138,Umbrella,2,1685,3370,2024-09-06,Monsoon,4,205,1685.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1644,Leslie Beasley,vmoreno@yahoo.com,602.101.5900,Loafers,3,3094,9282,2024-11-01,Autumn,3,149,3094.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1645,Tara Walters,abrown@gmail.com,112.212.9337,Full-Sleeve Shirt,2,2088,4176,2023-09-09,Autumn,3,568,2088.0,2,Lost Customers,Re-engagement Emails & Offers
1646,Nicholas Lane,austinrichardson@jones-cole.com,(012)819-2607x354,Sunglasses,1,4049,4049,2024-07-16,Summer,0,257,4049.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1647,Karina Hodge,carlwright@marshall.biz,938-569-4185x994,Scarf,4,2973,11892,2024-01-02,Winter,1,453,2973.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1648,James Thomas,ricky86@reed.com,076.497.3690x03759,Jeans,4,3620,14480,2024-03-22,Spring,2,373,3620.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1649,Lisa Martin,timothyeaton@gmail.com,+1-189-896-6840,Light Jacket,2,2800,5600,2023-05-22,Spring,2,678,2800.0,2,Lost Customers,Re-engagement Emails & Offers
1650,Sean Underwood,michelledunn@yahoo.com,001-164-754-3493,Sandals,4,2060,8240,2023-08-23,Summer,0,585,2060.0,2,Lost Customers,Re-engagement Emails & Offers
1651,Gabriel Harper,jonathanroberts@sanchez.com,980.023.7504x61364,Light Jacket,1,4762,4762,2024-03-27,Spring,2,368,4762.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1652,Carol Bentley,jordanlauren@yahoo.com,148-345-4691x96561,Jacket,4,1895,7580,2023-12-28,Winter,1,458,1895.0,2,Lost Customers,Re-engagement Emails & Offers
1653,Carl Stewart,carriewilson@gmail.com,146.578.0119x52617,Sandals,1,2744,2744,2023-07-03,Summer,0,636,2744.0,2,Lost Customers,Re-engagement Emails & Offers
1654,Pamela Myers,robertbutler@gmail.com,+1-431-762-4349,Waterproof Shoes,4,1094,4376,2023-06-01,Monsoon,4,668,1094.0,2,Lost Customers,Re-engagement Emails & Offers
1655,David Hall,zstafford@nguyen.net,001-808-556-8179x10368,Scarf,2,4757,9514,2024-12-19,Winter,1,101,4757.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1656,Curtis West,keykristen@underwood.biz,355.408.6855x81229,Light Jacket,3,3644,10932,2024-05-15,Spring,2,319,3644.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1657,Angela Villegas,mwhite@hunter.com,127-423-6351x26262,T-Shirt,1,4699,4699,2024-03-11,Spring,2,384,4699.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1658,Mandy Anderson,gomezstacey@norris.org,(841)879-6706,Jacket,5,1109,5545,2023-01-28,Winter,1,792,1109.0,2,Lost Customers,Re-engagement Emails & Offers
1659,Jodi Barnes,williamsmith@moore.com,312-835-2789,Waterproof Shoes,2,2427,4854,2024-06-04,Monsoon,4,299,2427.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1660,Mark Schmidt,dudleyshawn@gmail.com,(264)227-5366x64362,Waterproof Shoes,4,2013,8052,2024-06-08,Monsoon,4,295,2013.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1661,Taylor Flores,daniel90@meyer.com,2075365281,Umbrella,5,2675,13375,2023-08-07,Monsoon,4,601,2675.0,2,Lost Customers,Re-engagement Emails & Offers
1662,Harry Harris,orrlevi@yahoo.com,+1-850-121-6290x0349,Cardigan,5,4007,20035,2024-11-11,Autumn,3,139,4007.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1663,Michael Baxter,jacqueline98@miller.org,591.966.3524x96663,Boots,4,1423,5692,2024-02-15,Winter,1,409,1423.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1664,Gabrielle White,charles89@mason.com,(068)009-6743x46813,Shorts,3,1472,4416,2024-07-17,Summer,0,256,1472.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1665,Eric Warren,harveyerin@townsend-morton.com,760-495-8863x67353,Full-Sleeve Shirt,4,4144,16576,2023-10-15,Autumn,3,532,4144.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1666,Julie Olson,gruiz@yahoo.com,+1-247-849-3874,Scarf,3,3647,10941,2024-12-02,Winter,1,118,3647.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1667,Brian Luna,shawn12@mckay.com,001-380-790-7209,Raincoat,1,1742,1742,2023-06-07,Monsoon,4,662,1742.0,2,Lost Customers,Re-engagement Emails & Offers
1668,Jimmy Schultz,marcusmiller@wallace.com,001-858-709-3538x75982,Blazer,2,1327,2654,2023-11-07,Autumn,3,509,1327.0,2,Lost Customers,Re-engagement Emails & Offers
1669,Lee Turner,lynchjames@gmail.com,5182708035,Boots,1,870,870,2023-12-23,Winter,1,463,870.0,2,Lost Customers,Re-engagement Emails & Offers
1670,Stacie Hernandez,dickersonashley@yahoo.com,176.383.6123,T-Shirt,3,2197,6591,2023-03-20,Spring,2,741,2197.0,2,Lost Customers,Re-engagement Emails & Offers
1671,Christina Carlson,maria03@pham-castaneda.net,+1-977-962-6620x3219,T-Shirt,4,861,3444,2024-04-22,Spring,2,342,861.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1672,Timothy Lopez,aaron44@owen.com,+1-072-759-2199,Boots,2,891,1782,2024-12-13,Winter,1,107,891.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1673,Danielle Miller,acevedojessica@sims-brown.com,+1-300-487-4379,Light Jacket,3,2263,6789,2025-05-06,Spring,2,-37,2263.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1674,Jennifer Hoover,julieharris@yahoo.com,508-619-1366,Sneakers,3,893,2679,2024-04-14,Spring,2,350,893.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1675,Dr. Tyler Diaz,walkertracy@bell-thompson.net,+1-584-218-8765x581,Raincoat,2,4834,9668,2024-08-12,Monsoon,4,230,4834.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1676,Angela Conrad,dan69@gmail.com,511-680-1788,Tank Top,5,1843,9215,2024-07-24,Summer,0,249,1843.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1677,Gregory Morales,anthonycampos@johnson.com,599-097-4029,Sneakers,3,1579,4737,2023-05-25,Spring,2,675,1579.0,2,Lost Customers,Re-engagement Emails & Offers
1678,Abigail Khan,pgolden@gmail.com,652.680.6234x4392,Shorts,2,3331,6662,2024-07-17,Summer,0,256,3331.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1679,Natalie Hill,kimberly35@gmail.com,(874)932-3668,Full-Sleeve Shirt,3,2357,7071,2024-11-28,Autumn,3,122,2357.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1680,Brett Williams,fwalsh@yahoo.com,390.211.7112x16235,Sweater,5,1985,9925,2024-02-02,Winter,1,422,1985.0,2,Lost Customers,Re-engagement Emails & Offers
1681,Michael Nielsen,barrerajeremy@yahoo.com,+1-755-852-7510x689,Full-Sleeve Shirt,1,2286,2286,2023-10-09,Autumn,3,538,2286.0,2,Lost Customers,Re-engagement Emails & Offers
1682,Jody Thomas,davisclaudia@cross-graham.com,(847)556-8518x50493,Blazer,5,2306,11530,2023-09-28,Autumn,3,549,2306.0,2,Lost Customers,Re-engagement Emails & Offers
1683,Christopher Wallace,nfox@hotmail.com,(553)560-5556,Sweater,1,2742,2742,2023-12-04,Winter,1,482,2742.0,2,Lost Customers,Re-engagement Emails & Offers
1684,Michael Stevens,tim59@yahoo.com,001-515-319-1820x67664,Scarf,2,2586,5172,2023-12-11,Winter,1,475,2586.0,2,Lost Customers,Re-engagement Emails & Offers
1685,Jorge Johnson,codysmith@baker.info,(180)787-6206,Sandals,1,3187,3187,2024-07-07,Summer,0,266,3187.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1686,Justin Branch,tannerconnor@hotmail.com,001-467-463-7070x4574,Tank Top,4,910,3640,2024-07-20,Summer,0,253,910.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1687,Tyler Williams,adam16@gmail.com,783.791.9884,Jeans,3,1654,4962,2023-03-28,Spring,2,733,1654.0,2,Lost Customers,Re-engagement Emails & Offers
1688,Phillip Wood,jacobbutler@gmail.com,001-877-366-9767x188,Sneakers,3,745,2235,2023-05-10,Spring,2,690,745.0,2,Lost Customers,Re-engagement Emails & Offers
1689,Ronald Reyes,ronald42@gmail.com,968.799.9791x1804,Full-Sleeve Shirt,1,4128,4128,2023-09-01,Autumn,3,576,4128.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1690,Lindsay Quinn,nmarquez@gmail.com,698-207-5795x2929,Scarf,2,3030,6060,2025-02-28,Winter,1,30,3030.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1691,Stephanie Nguyen,ymitchell@holland-cox.com,8245573907,Raincoat,5,4522,22610,2023-06-10,Monsoon,4,659,4522.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1692,Megan Greene,soniagalvan@hotmail.com,001-728-776-1622x2111,Cardigan,4,3785,15140,2024-10-06,Autumn,3,175,3785.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1693,Martha Stevens,raymond37@hotmail.com,(259)833-2042x8403,Sandals,3,3249,9747,2024-06-28,Summer,0,275,3249.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1694,Dr. Willie Downs,johnsonbrittney@gmail.com,001-502-230-0741,Jacket,4,4381,17524,2024-02-12,Winter,1,412,4381.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1695,Denise Pennington,kennethhuber@perkins.com,001-128-540-0312x4163,Loafers,3,2667,8001,2024-09-26,Autumn,3,185,2667.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1696,Bethany Jones,bryanreed@hotmail.com,5909611585,Raincoat,1,2610,2610,2024-09-13,Monsoon,4,198,2610.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1697,Jennifer Lloyd,renee04@gmail.com,833.955.9369x1948,Sneakers,4,3789,15156,2024-05-08,Spring,2,326,3789.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1698,Andrea Phillips,duranjacqueline@hotmail.com,769.885.4516x4348,Boots,3,1708,5124,2023-01-24,Winter,1,796,1708.0,2,Lost Customers,Re-engagement Emails & Offers
1699,Jennifer Hammond,kmccall@miller.com,001-330-085-8454x484,Umbrella,1,2936,2936,2023-09-05,Monsoon,4,572,2936.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1700,Angela Walters,robertperez@gmail.com,(949)051-7447,Tank Top,1,650,650,2024-08-20,Summer,0,222,650.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1701,Angela Jones,perezcassidy@yahoo.com,691-520-6070,Umbrella,5,1347,6735,2023-06-03,Monsoon,4,666,1347.0,2,Lost Customers,Re-engagement Emails & Offers
1702,Crystal Mayo,jenniferanderson@gonzales.biz,001-075-252-2363,Umbrella,5,901,4505,2023-06-13,Monsoon,4,656,901.0,2,Lost Customers,Re-engagement Emails & Offers
1703,Danny Olsen,qhamilton@hotmail.com,6858957288,Sandals,1,568,568,2024-07-02,Summer,0,271,568.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1704,Patricia Gonzalez MD,kcase@barton-davis.org,851-110-0001x1536,Tank Top,2,3257,6514,2024-08-02,Summer,0,240,3257.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1705,Annette Obrien,kevin24@valdez.com,830-650-1565,Loafers,5,4391,21955,2024-09-22,Autumn,3,189,4391.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1706,Patrick Donaldson,linda09@vasquez.com,(847)363-4526x86926,Raincoat,2,3437,6874,2023-06-11,Monsoon,4,658,3437.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1707,Alyssa Williams,perrynicole@hotmail.com,2239277104,Scarf,1,3371,3371,2023-12-17,Winter,1,469,3371.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1708,Anna Park,qpatterson@pruitt.com,(398)589-4558x7861,Cardigan,3,2251,6753,2025-11-13,Autumn,3,-228,2251.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1709,Jill Fisher,banksnorman@yahoo.com,+1-917-036-2102x558,Loafers,5,1928,9640,2024-11-28,Autumn,3,122,1928.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1710,Rhonda Smith,nicholasbrown@houston.info,8639686744,Waterproof Shoes,4,2999,11996,2023-07-26,Monsoon,4,613,2999.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1711,Crystal Wilson,gailrhodes@yahoo.com,(860)119-4597,Sweater,2,3227,6454,2023-01-22,Winter,1,798,3227.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1712,Sandra Chavez,ryan98@berry.info,780-720-1004,Light Jacket,3,814,2442,2024-05-05,Spring,2,329,814.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1713,Samuel House,marklopez@hotmail.com,211.539.1491x49493,Jacket,1,4261,4261,2024-02-28,Winter,1,396,4261.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1714,Luke Johnson,wongdawn@hotmail.com,4241618199,Jacket,4,2547,10188,2023-02-16,Winter,1,773,2547.0,2,Lost Customers,Re-engagement Emails & Offers
1715,Shannon Stevens,bgreen@edwards-henderson.com,(612)066-5485x4422,Sunglasses,4,912,3648,2023-06-02,Summer,0,667,912.0,2,Lost Customers,Re-engagement Emails & Offers
1716,Dawn Gonzalez,robert22@kane.net,313-331-8531x9863,Sandals,1,818,818,2023-06-11,Summer,0,658,818.0,2,Lost Customers,Re-engagement Emails & Offers
1717,Jesus Collins,rcervantes@white-jones.biz,+1-227-109-5345x7062,Sneakers,1,3438,3438,2023-04-11,Spring,2,719,3438.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1718,Jennifer Davis,lisakelly@gmail.com,001-212-036-4714,Raincoat,3,4926,14778,2023-07-19,Monsoon,4,620,4926.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1719,Malik Brown,dawn39@hotmail.com,+1-712-604-5473x635,T-Shirt,2,3789,7578,2023-05-17,Spring,2,683,3789.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1720,Terrance King,dibarra@yahoo.com,+1-007-276-7861x12031,Scarf,3,2900,8700,2024-12-07,Winter,1,113,2900.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1721,Amy Morris,wnelson@williams.com,686-560-5160x830,Raincoat,4,919,3676,2024-09-10,Monsoon,4,201,919.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1722,Amanda Bush,spatrick@arias.org,(699)852-3164x4427,T-Shirt,5,2756,13780,2023-04-26,Spring,2,704,2756.0,2,Lost Customers,Re-engagement Emails & Offers
1723,Kelly Martinez,garciachad@jackson.info,001-397-056-6646x4912,Boots,2,3303,6606,2023-01-02,Winter,1,818,3303.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1724,Peter Miller,kristen00@rocha-smith.com,+1-058-467-0620x05153,Loafers,5,1761,8805,2024-09-07,Autumn,3,204,1761.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1725,Erica Adams,katherine11@yahoo.com,001-940-330-9633x6448,Umbrella,5,1497,7485,2024-09-13,Monsoon,4,198,1497.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1726,Kevin Wagner,michaelking@yahoo.com,(259)685-1574x519,Raincoat,3,1839,5517,2023-07-03,Monsoon,4,636,1839.0,2,Lost Customers,Re-engagement Emails & Offers
1727,Jason Hill,johnsonwhitney@yahoo.com,+1-764-518-5526x313,Cardigan,4,3572,14288,2024-10-02,Autumn,3,179,3572.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1728,David Stewart,stacybell@yahoo.com,943-197-3539x0177,Light Jacket,4,3835,15340,2024-03-26,Spring,2,369,3835.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1729,Jermaine Evans,hgarza@davis.info,(524)451-2917,Blazer,5,1627,8135,2024-09-28,Autumn,3,183,1627.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1730,Ricky Moran,wendypace@thomas-martin.com,360-544-8615,Waterproof Shoes,4,733,2932,2024-06-07,Monsoon,4,296,733.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1731,Mr. Matthew Wagner,mitchelltheresa@yahoo.com,+1-208-654-7731x67911,Sandals,2,3478,6956,2024-06-05,Summer,0,298,3478.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1732,Jacob Lynch,nicoleburnett@carroll.net,001-450-963-6768x13930,Boots,1,4126,4126,2024-01-05,Winter,1,450,4126.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1733,John Miller,wilsonandre@yahoo.com,120.458.3184,Light Jacket,1,3471,3471,2024-04-15,Spring,2,349,3471.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1734,Samantha Turner,nathanortiz@gmail.com,6823928787,Loafers,4,2808,11232,2023-10-09,Autumn,3,538,2808.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1735,Richard Johnson,emcclure@johnson.com,(456)410-1389x9484,T-Shirt,1,4621,4621,2023-05-25,Spring,2,675,4621.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1736,Kevin Stephens,aporter@hotmail.com,(025)666-6619,Sweater,2,4617,9234,2024-01-28,Winter,1,427,4617.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1737,Monica Roberts,kristy30@yahoo.com,058-637-2782x0044,Scarf,4,4534,18136,2025-12-04,Winter,1,-249,4534.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1738,Debra Butler,brenda99@cardenas.com,833-812-2772x9224,Loafers,1,4497,4497,2023-10-26,Autumn,3,521,4497.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1739,Donna Berry,jamestaylor@gmail.com,074.790.0898x27258,Raincoat,2,4416,8832,2024-07-12,Monsoon,4,261,4416.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1740,Victor Chavez,riveratodd@lewis-lee.org,(360)151-8355,Cardigan,2,623,1246,2024-11-21,Autumn,3,129,623.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1741,Patricia Jimenez,christinegreen@farmer.com,001-350-693-3205x0015,Waterproof Shoes,2,4855,9710,2023-07-13,Monsoon,4,626,4855.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1742,Charles Clay,nolanjonathan@yahoo.com,586.669.2621x118,Shorts,5,2291,11455,2024-07-07,Summer,0,266,2291.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1743,Brian May,john34@hotmail.com,4375951464,Umbrella,2,2893,5786,2023-06-07,Monsoon,4,662,2893.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1744,Casey Douglas,cannonrichard@williams.com,+1-333-985-9647,Raincoat,4,3308,13232,2023-06-07,Monsoon,4,662,3308.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1745,Rhonda Cochran,jonathan68@gmail.com,+1-405-690-8827x629,Umbrella,3,3098,9294,2024-06-14,Monsoon,4,289,3098.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1746,Jennifer Hogan,juliebennett@hotmail.com,(620)878-0399x273,Jacket,5,598,2990,2024-12-05,Winter,1,115,598.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1747,Leslie Baker,tiffanygutierrez@gmail.com,001-696-201-4816x01297,Sweater,4,1051,4204,2023-01-04,Winter,1,816,1051.0,2,Lost Customers,Re-engagement Emails & Offers
1748,Michael Stephens II,kristyvelasquez@coleman-perry.com,016-292-0854,Jeans,2,4433,8866,2024-05-09,Spring,2,325,4433.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1749,Crystal Wagner,eaustin@hotmail.com,+1-066-439-9563x5303,Sandals,1,4210,4210,2024-08-11,Summer,0,231,4210.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1750,Shirley James,james52@silva-wilkins.com,105.543.8788,Sweater,5,784,3920,2023-02-01,Winter,1,788,784.0,2,Lost Customers,Re-engagement Emails & Offers
1751,Robert Mcpherson,macdonaldmichael@yahoo.com,001-537-932-4430x676,Boots,2,2691,5382,2024-02-08,Winter,1,416,2691.0,2,Lost Customers,Re-engagement Emails & Offers
1752,Jessica Green,johnswilliam@gmail.com,(531)135-1142,Raincoat,4,1761,7044,2024-07-11,Monsoon,4,262,1761.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1753,Eric Soto,tellis@gmail.com,260-547-6385x305,T-Shirt,4,4794,19176,2023-05-28,Spring,2,672,4794.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1754,Karen Murray,jenniferwise@silva-harrison.net,2157980061,Shorts,4,1590,6360,2024-07-15,Summer,0,258,1590.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1755,Linda Jackson,michael67@gmail.com,001-171-341-4518x66761,Full-Sleeve Shirt,5,4652,23260,2023-09-15,Autumn,3,562,4652.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1756,Philip Oconnor,xphillips@hernandez.com,001-612-132-7322x9119,Waterproof Shoes,5,2282,11410,2023-09-28,Monsoon,4,549,2282.0,2,Lost Customers,Re-engagement Emails & Offers
1757,Lindsay Moore,anthony31@yahoo.com,212-152-7052x358,Boots,2,3552,7104,2024-02-07,Winter,1,417,3552.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1758,Joseph Anderson,gregory26@daniel.com,173.819.3581x96934,Tank Top,1,2154,2154,2023-08-22,Summer,0,586,2154.0,2,Lost Customers,Re-engagement Emails & Offers
1759,Richard Robinson,djohnson@yahoo.com,(841)349-3281,Cardigan,3,2340,7020,2025-11-01,Autumn,3,-216,2340.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1760,Courtney Hernandez,margaretritter@tran.net,(975)060-6210x071,Cardigan,1,1803,1803,2024-11-24,Autumn,3,126,1803.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1761,Christopher Wolfe,swilson@yahoo.com,001-880-374-0407x2160,Blazer,1,1532,1532,2024-09-15,Autumn,3,196,1532.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1762,Sandra Norris,shirleydrake@frazier-campbell.com,(185)722-2803,Jeans,4,3203,12812,2024-04-24,Spring,2,340,3203.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1763,Rita Robinson MD,njones@brown.net,(384)009-3646x950,Sneakers,4,3823,15292,2023-05-14,Spring,2,686,3823.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1764,Matthew Morris,hornraymond@gmail.com,245.482.5497x6110,Waterproof Shoes,4,3198,12792,2023-08-01,Monsoon,4,607,3198.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1765,Renee Nielsen,sean77@gonzales.com,627-929-2305x457,Raincoat,5,2857,14285,2023-07-17,Monsoon,4,622,2857.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1766,Amanda Hogan,krystalrodriguez@james-holmes.biz,989-580-2843,Full-Sleeve Shirt,5,1436,7180,2023-11-28,Autumn,3,488,1436.0,2,Lost Customers,Re-engagement Emails & Offers
1767,Elijah Brown,rodney66@zamora.biz,235.295.6444x62431,Jeans,4,4953,19812,2023-05-19,Spring,2,681,4953.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1768,David Fowler,katieswanson@yahoo.com,6880352026,Jeans,2,762,1524,2023-05-28,Spring,2,672,762.0,2,Lost Customers,Re-engagement Emails & Offers
1769,Matthew Duran,brian68@gmail.com,001-986-109-5949x5124,Jacket,1,3306,3306,2023-01-11,Winter,1,809,3306.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1770,Maria Mitchell,adriannguyen@andrews.biz,+1-418-912-3057x96081,Umbrella,4,3993,15972,2023-09-16,Monsoon,4,561,3993.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1771,Lindsey Perry,websterjames@evans.com,221.803.6447,Waterproof Shoes,5,726,3630,2023-09-02,Monsoon,4,575,726.0,2,Lost Customers,Re-engagement Emails & Offers
1772,Jessica Johnson,wowens@sullivan.org,+1-913-245-3107x4596,Sunglasses,5,4185,20925,2024-07-14,Summer,0,259,4185.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1773,Anthony Davis,rlin@garcia.org,5908621247,Full-Sleeve Shirt,4,4430,17720,2024-11-14,Autumn,3,136,4430.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1774,Kevin Howe,wilsondaniel@hotmail.com,+1-331-649-1772x4083,Blazer,4,2886,11544,2024-11-14,Autumn,3,136,2886.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1775,Cheryl Gilbert,nicholskevin@curtis-allen.com,+1-706-393-2583x48240,Cardigan,3,4855,14565,2023-11-19,Autumn,3,497,4855.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1776,Caleb Scott,kellysullivan@ortega-ball.biz,+1-613-450-8942,Shorts,3,4078,12234,2023-08-21,Summer,0,587,4078.0,3,Seasonal Buyers,Seasonal Promotions & Personalized Offers
1777,Tracy Robinson,samuel49@hotmail.com,+1-462-439-6029x382,Sandals,1,4744,4744,2024-07-01,Summer,0,272,4744.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1778,Austin Reese,hannah80@martin.com,7155796110,Full-Sleeve Shirt,3,2802,8406,2024-10-28,Autumn,3,153,2802.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1779,Christopher Jackson,drew78@scott.net,+1-603-966-8830,Waterproof Shoes,4,1317,5268,2023-06-13,Monsoon,4,656,1317.0,2,Lost Customers,Re-engagement Emails & Offers
1780,Sabrina Williams,kyle44@yahoo.com,703.676.4480,Full-Sleeve Shirt,1,2242,2242,2023-10-01,Autumn,3,546,2242.0,2,Lost Customers,Re-engagement Emails & Offers
1781,Lynn Maxwell,sheatimothy@roberts-carlson.com,+1-455-064-8572x3034,Sandals,1,881,881,2024-08-26,Summer,0,216,881.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
1782,Kimberly Walker,ryanparker@jones-castaneda.com,366.936.4755,Raincoat,3,2337,7011,2023-08-28,Monsoon,4,580,2337.0,2,Lost Customers,Re-engagement Emails & Offers
1783,Jackie Thomas,tamara25@allen.com,972-258-1729x826,Light Jacket,1,3307,3307,2024-04-23,Spring,2,341,3307.0,1,High-Value Loyal Customers,Exclusive Membership & VIP Rewards
1784,Elizabeth Fisher,dlawrence@yahoo.com,(912)915-8173x814,Umbrella,5,1886,9430,2024-07-22,Monsoon,4,251,1886.0,0,Low-Value Frequent Buyers,Discount Coupons & Loyalty Programs
